iso,epochMs,cpuSeconds,cpuPercent,workingSetBytes,privateBytes
2026-08-17T02:55:12.4528848Z,1786935312452,211.672,5.87,269799424,286113792
2026-08-17T02:55:13.4663289Z,1786935313466,212.625,4.7,274587648,290754560
2026-08-17T02:55:14.4783993Z,1786935314478,213.703,5.33,287895552,304914432
2026-08-17T02:55:15.4902773Z,1786935315490,214.797,5.4,285454336,302157824
2026-08-17T02:55:16.5132385Z,1786935316513,215.891,5.35,267370496,283512832
2026-08-17T02:55:17.5270142Z,1786935317527,216.953,5.24,387522560,407441408
2026-08-17T02:55:18.5373902Z,1786935318537,218.031,5.34,278523904,295682048
2026-08-17T02:55:19.5505249Z,1786935319550,219.078,5.17,290570240,307052544
2026-08-17T02:55:20.5640248Z,1786935320564,220.219,5.63,340897792,358883328
2026-08-17T02:55:21.5784110Z,1786935321578,221.25,5.08,276688896,293015552
2026-08-17T02:55:22.5858115Z,1786935322585,222.172,4.58,270221312,286400512
2026-08-17T02:55:23.6058908Z,1786935323605,223.25,5.28,313462784,332869632
2026-08-17T02:55:24.6192184Z,1786935324619,224.172,4.55,280137728,297287680
2026-08-17T02:55:25.6316329Z,1786935325631,225.234,5.25,262086656,280662016
2026-08-17T02:55:26.6430052Z,1786935326643,226.281,5.18,287899648,305180672
2026-08-17T02:55:27.6512235Z,1786935327651,227.234,4.73,305328128,322826240
2026-08-17T02:55:28.6635162Z,1786935328663,228.297,5.25,324173824,341606400
2026-08-17T02:55:29.6739155Z,1786935329673,229.453,5.72,298598400,315674624
2026-08-17T02:55:30.6884417Z,1786935330688,230.484,5.08,329019392,346370048
2026-08-17T02:55:31.6981010Z,1786935331698,231.609,5.57,274845696,291209216
2026-08-17T02:55:32.7075759Z,1786935332707,232.656,5.19,316035072,333635584
2026-08-17T02:55:33.7217196Z,1786935333721,233.594,4.62,295243776,312090624
2026-08-17T02:55:34.7318251Z,1786935334731,234.531,4.64,284487680,301056000
2026-08-17T02:55:35.7407969Z,1786935335740,235.547,5.03,284479488,301056000
2026-08-17T02:55:36.7491398Z,1786935336749,236.625,5.35,268734464,285106176
2026-08-17T02:55:37.7604630Z,1786935337760,237.656,5.1,284483584,301031424
2026-08-17T02:55:38.7750373Z,1786935338775,238.688,5.08,298131456,315396096
